bin1 bin2 count
413 3087 15 6.698203573486517e-13
414 3087 16 4.3500599426244995e-14
415 3087 21 2.0558152238390107e-20
416 3087 23 4.2053289109966664e-23
417 3087 17 2.650357790684382e-15
418 3087 18 1.520151852962863e-16
419 3087 26 2.7693695650849314e-27
419 3648 17 2.650357790684382e-15
420 3087 22 9.522647948877754e-22
421 3087 25 7.159641471039286e-26
422 3087 16 4.3500599426244995e-14
423 3087 12 1.5988323703890923e-09
424 3087 14 9.6382572827612e-12
426 3087 17 2.650357790684382e-15
427 3087 19 8.233425900094503e-18
428 3087 16 4.3500599426244995e-14
429 3087 13 1.290285214787311e-10
431 3087 12 1.5988323703890923e-09
432 3087 25 7.159641471039286e-26
433 3087 21 2.0558152238390107e-20
434 3087 18 1.520151852962863e-16
435 3087 22 9.522647948877754e-22
437 3087 17 2.650357790684382e-15
438 3087 14 9.6382572827612e-12
439 3087 14 9.6382572827612e-12
461 1946 12 1.5988323703890923e-09
474 3087 16 4.3500599426244995e-14
484 1890 12 1.5988323703890923e-09
485 1890 24 1.773894749145769e-24
489 4026 32 4.0934174180945724e-36
492 1071 12 1.5988323703890923e-09
509 2722 21 2.0558152238390107e-20
510 2722 47 2.2157857322626673e-60
511 2722 19 8.233425900094503e-18
517 2441 21 2.0558152238390107e-20
522 1123 36 2.6411884677946647e-42
535 1669 15 6.698203573486517e-13
535 1670 45 5.454137908764032e-57
535 3383 12 1.5988323703890923e-09
544 1293 38 1.757530608634982e-45
563 2163 17 2.650357790684382e-15
565 2131 14 9.6382572827612e-12
593 3087 16 4.3500599426244995e-14
595 5156 32 4.0934174180945724e-36
596 2967 29 1.259387290773016e-31
598 1055 12 1.5988323703890923e-09
604 2850 12 1.5988323703890923e-09
622 2145 20 4.2226535753590195e-19
623 4086 19 8.233425900094503e-18
624 923 22 9.522647948877754e-22
633 4857 19 8.233425900094503e-18
637 1017 12 1.5988323703890923e-09
639 3774 23 4.2053289109966664e-23
640 2329 26 2.7693695650849314e-27
640 3313 16 4.3500599426244995e-14
641 2329 12 1.5988323703890923e-09
652 1272 25 7.159641471039286e-26
653 1272 13 1.290285214787311e-10
659 4008 32 4.0934174180945724e-36
668 1482 18 1.520151852962863e-16
669 1482 18 1.520151852962863e-16
676 4020 33 1.2184730171078497e-37
684 960 21 2.0558152238390107e-20
697 1206 14 9.6382572827612e-12
704 2669 19 8.233425900094503e-18
704 3916 57 5.951170001005971e-78
705 3916 14 9.6382572827612e-12
706 2564 48 4.303157281563436e-62
706 2565 13 1.290285214787311e-10
711 2996 24 1.773894749145769e-24
722 1205 34 3.508335451931735e-39
731 1823 28 3.668128553622409e-30
760 4550 23 4.2053289109966664e-23
768 3087 24 1.773894749145769e-24
769 3087 25 7.159641471039286e-26
770 3087 15 6.698203573486517e-13
771 3087 12 1.5988323703890923e-09
772 3087 18 1.520151852962863e-16
773 3087 16 4.3500599426244995e-14
773 3959 14 9.6382572827612e-12
775 3087 13 1.290285214787311e-10
776 3087 15 6.698203573486517e-13
777 3087 16 4.3500599426244995e-14
778 3087 26 2.7693695650849314e-27
779 3087 25 7.159641471039286e-26
780 3087 26 2.7693695650849314e-27
781 3087 23 4.2053289109966664e-23
782 3087 14 9.6382572827612e-12
783 3087 13 1.290285214787311e-10
784 3087 12 1.5988323703890923e-09
791 3087 12 1.5988323703890923e-09
796 3087 12 1.5988323703890923e-09
797 3087 12 1.5988323703890923e-09
799 3087 13 1.290285214787311e-10
800 1391 25 7.159641471039286e-26
800 3087 18 1.520151852962863e-16
805 3087 15 6.698203573486517e-13
809 5108 30 4.165728805220705e-33
810 3805 19 8.233425900094503e-18
817 3087 12 1.5988323703890923e-09
818 3087 12 1.5988323703890923e-09
823 3087 15 6.698203573486517e-13
825 1423 15 6.698203573486517e-13
826 1423 26 2.7693695650849314e-27
833 3087 12 1.5988323703890923e-09
833 3837 25 7.159641471039286e-26
834 3087 13 1.290285214787311e-10
835 1408 17 2.650357790684382e-15
835 3778 23 4.2053289109966664e-23
840 3225 13 1.290285214787311e-10
852 4008 19 8.233425900094503e-18
868 3087 12 1.5988323703890923e-09
879 2874 15 6.698203573486517e-13
893 4562 13 1.290285214787311e-10
911 1458 13 1.290285214787311e-10
913 3852 22 9.522647948877754e-22
920 3719 15 6.698203573486517e-13
930 2030 14 9.6382572827612e-12
934 4135 12 1.5988323703890923e-09
936 1718 22 9.522647948877754e-22
937 2415 16 4.3500599426244995e-14
938 2478 31 1.3289771168899382e-34
950 2201 12 1.5988323703890923e-09
959 4131 16 4.3500599426244995e-14
959 4132 41 2.4228377811337866e-50
959 4133 14 9.6382572827612e-12
964 4542 14 9.6382572827612e-12
970 4938 12 1.5988323703890923e-09
972 3750 16 4.3500599426244995e-14
985 2197 17 2.650357790684382e-15
993 3972 13 1.290285214787311e-10
1016 5111 12 1.5988323703890923e-09
1026 2459 19 8.233425900094503e-18
1035 3886 32 4.0934174180945724e-36
1038 1143 37 6.916592010438704e-44
1052 2683 19 8.233425900094503e-18
1052 3443 24 1.773894749145769e-24
1087 1707 21 2.0558152238390107e-20
1088 1707 34 3.508335451931735e-39
1088 2007 19 8.233425900094503e-18
1088 2313 57 5.951170001005971e-78
1088 2314 14 9.6382572827612e-12
1088 3087 34 3.508335451931735e-39
1088 4071 33 1.2184730171078497e-37
1089 3087 31 1.3289771168899382e-34
1090 3087 28 3.668128553622409e-30
1091 3087 17 2.650357790684382e-15
1092 3087 22 9.522647948877754e-22
1093 3087 24 1.773894749145769e-24
1094 3087 23 4.2053289109966664e-23
1095 3087 15 6.698203573486517e-13
1096 3087 25 7.159641471039286e-26
1097 3087 28 3.668128553622409e-30
1098 3087 23 4.2053289109966664e-23
1099 3087 36 2.6411884677946647e-42
1100 3087 15 6.698203573486517e-13
1101 3087 24 1.773894749145769e-24
1102 3087 17 2.650357790684382e-15
1103 3087 23 4.2053289109966664e-23
1104 3087 30 4.165728805220705e-33
1104 4864 20 4.2226535753590195e-19
1105 3087 18 1.520151852962863e-16
1107 3087 13 1.290285214787311e-10
1108 3087 14 9.6382572827612e-12
1109 3087 12 1.5988323703890923e-09
1111 3087 25 7.159641471039286e-26
1112 3087 22 9.522647948877754e-22
1113 3087 15 6.698203573486517e-13
1116 3087 14 9.6382572827612e-12
1117 3087 15 6.698203573486517e-13
1120 3087 15 6.698203573486517e-13
1121 3087 12 1.5988323703890923e-09
1122 2478 12 1.5988323703890923e-09
1122 3087 13 1.290285214787311e-10
1123 3087 14 9.6382572827612e-12
1125 3087 12 1.5988323703890923e-09
1126 3087 16 4.3500599426244995e-14
1127 3087 12 1.5988323703890923e-09
1128 3087 14 9.6382572827612e-12
1131 3087 12 1.5988323703890923e-09
1135 3087 13 1.290285214787311e-10
1143 3087 12 1.5988323703890923e-09
1146 3087 12 1.5988323703890923e-09
1148 1656 13 1.290285214787311e-10
1148 3087 15 6.698203573486517e-13
1149 3087 16 4.3500599426244995e-14
1150 3087 14 9.6382572827612e-12
1151 3087 14 9.6382572827612e-12
1159 1724 15 6.698203573486517e-13
1163 3087 14 9.6382572827612e-12
1164 3087 17 2.650357790684382e-15
1164 4614 25 7.159641471039286e-26
1219 3401 16 4.3500599426244995e-14
1224 4864 15 6.698203573486517e-13
1231 3360 17 2.650357790684382e-15
1303 4181 13 1.290285214787311e-10
1309 3171 15 6.698203573486517e-13
1311 2702 25 7.159641471039286e-26
1315 3434 12 1.5988323703890923e-09
1315 4393 26 2.7693695650849314e-27
1315 4583 15 6.698203573486517e-13
1326 3594 13 1.290285214787311e-10
1337 2201 13 1.290285214787311e-10
1344 3929 16 4.3500599426244995e-14
1346 4308 17 2.650357790684382e-15
1356 1479 49 8.157036926377273e-64
1356 1480 15 6.698203573486517e-13
1370 1946 12 1.5988323703890923e-09
1370 4316 22 9.522647948877754e-22
1384 1631 12 1.5988323703890923e-09
1389 4697 12 1.5988323703890923e-09
1390 4245 15 6.698203573486517e-13
1391 4017 19 8.233425900094503e-18
1392 4734 56 3.760252039731112e-76
1401 3087 23 4.2053289109966664e-23
1401 3577 16 4.3500599426244995e-14
1401 4279 12 1.5988323703890923e-09
1402 2458 25 7.159641471039286e-26
1402 3087 26 2.7693695650849314e-27
1403 3087 15 6.698203573486517e-13
1404 3087 13 1.290285214787311e-10
1405 3087 23 4.2053289109966664e-23
1406 3087 12 1.5988323703890923e-09
1407 3087 12 1.5988323703890923e-09
1408 3087 12 1.5988323703890923e-09
1409 3087 12 1.5988323703890923e-09
1410 2935 12 1.5988323703890923e-09
1411 3087 21 2.0558152238390107e-20
1412 3087 17 2.650357790684382e-15
1413 3087 12 1.5988323703890923e-09
1414 3087 13 1.290285214787311e-10
1422 3087 12 1.5988323703890923e-09
1423 3087 12 1.5988323703890923e-09
1424 3087 12 1.5988323703890923e-09
1425 3087 12 1.5988323703890923e-09
1426 3087 14 9.6382572827612e-12
1433 4891 17 2.650357790684382e-15
1434 3087 13 1.290285214787311e-10
1435 3087 17 2.650357790684382e-15
1436 3087 12 1.5988323703890923e-09
1437 4052 15 6.698203573486517e-13
1459 3087 16 4.3500599426244995e-14
1460 3087 111 1.4201409674736852e-186
1461 3087 26 2.7693695650849314e-27
1464 3087 12 1.5988323703890923e-09
1469 2010 18 1.520151852962863e-16
1469 2011 14 9.6382572827612e-12
1478 5130 17 2.650357790684382e-15
1489 2386 13 1.290285214787311e-10
1492 2497 18 1.520151852962863e-16
1506 4734 26 2.7693695650849314e-27
1534 3038 12 1.5988323703890923e-09
1544 3053 54 1.407461397000748e-72
1545 3053 29 1.259387290773016e-31
1554 3852 12 1.5988323703890923e-09
1554 3853 12 1.5988323703890923e-09
1554 4279 22 9.522647948877754e-22
1558 2460 12 1.5988323703890923e-09
1571 3533 15 6.698203573486517e-13
1576 2736 46 1.1131946120976827e-58
1580 4282 25 7.159641471039286e-26
1624 3227 20 4.2226535753590195e-19
1625 2143 13 1.290285214787311e-10
1638 3279 13 1.290285214787311e-10
1650 4193 14 9.6382572827612e-12
1655 3882 35 9.77940453737139e-41
1656 4519 46 1.1131946120976827e-58
1667 1708 16 4.3500599426244995e-14
1672 1918 14 9.6382572827612e-12
1688 2843 21 2.0558152238390107e-20
1688 4550 88 7.876307863785068e-138
1694 2452 19 8.233425900094503e-18
1706 3087 12 1.5988323703890923e-09
1707 3087 40 1.0395506838033894e-48
1707 4279 25 7.159641471039286e-26
1707 4550 156 0.0
1707 4668 15 6.698203573486517e-13
1708 2713 13 1.290285214787311e-10
1708 3087 35 9.77940453737139e-41
1708 4279 13 1.290285214787311e-10
1709 3087 23 4.2053289109966664e-23
1710 3087 32 4.0934174180945724e-36
1711 3087 34 3.508335451931735e-39
1712 3087 31 1.3289771168899382e-34
1712 3684 13 1.290285214787311e-10
1713 3087 32 4.0934174180945724e-36
1714 3087 22 9.522647948877754e-22
1715 3087 13 1.290285214787311e-10
1715 4588 15 6.698203573486517e-13
1716 2651 12 1.5988323703890923e-09
1716 3087 19 8.233425900094503e-18
1717 3087 29 1.259387290773016e-31
1718 3087 19 8.233425900094503e-18
1718 4310 12 1.5988323703890923e-09
1719 3087 18 1.520151852962863e-16
1720 3087 29 1.259387290773016e-31
1721 3087 19 8.233425900094503e-18
1722 3087 18 1.520151852962863e-16
1723 3087 14 9.6382572827612e-12
1724 3087 17 2.650357790684382e-15
1725 3087 18 1.520151852962863e-16
1726 3087 16 4.3500599426244995e-14
1727 3087 18 1.520151852962863e-16
1728 3087 15 6.698203573486517e-13
1730 3087 13 1.290285214787311e-10
1732 3087 16 4.3500599426244995e-14
1734 3087 17 2.650357790684382e-15
1735 2376 27 1.0280989086145406e-28
1735 3087 25 7.159641471039286e-26
1736 3087 16 4.3500599426244995e-14
1737 3087 21 2.0558152238390107e-20
1737 4768 12 1.5988323703890923e-09
1738 3087 15 6.698203573486517e-13
1740 3087 12 1.5988323703890923e-09
1742 3087 15 6.698203573486517e-13
1743 3087 15 6.698203573486517e-13
1745 3087 16 4.3500599426244995e-14
1746 3087 12 1.5988323703890923e-09
1747 3087 13 1.290285214787311e-10
1748 3087 17 2.650357790684382e-15
1749 3087 14 9.6382572827612e-12
1750 3087 16 4.3500599426244995e-14
1751 3087 12 1.5988323703890923e-09
1752 3087 15 6.698203573486517e-13
1753 2368 35 9.77940453737139e-41
1753 3087 12 1.5988323703890923e-09
1754 2368 12 1.5988323703890923e-09
1755 3087 13 1.290285214787311e-10
1757 3087 20 4.2226535753590195e-19
1758 3087 17 2.650357790684382e-15
1762 3087 15 6.698203573486517e-13
1768 3087 17 2.650357790684382e-15
1770 3087 17 2.650357790684382e-15
1771 3087 17 2.650357790684382e-15
1775 3087 13 1.290285214787311e-10
1775 3381 18 1.520151852962863e-16
1775 3382 55 2.325622385642293e-74
1799 3087 12 1.5988323703890923e-09
1801 4578 17 2.650357790684382e-15
1808 4962 14 9.6382572827612e-12
1814 3668 26 2.7693695650849314e-27
1814 4336 21 2.0558152238390107e-20
1817 2262 19 8.233425900094503e-18
1833 3174 48 4.303157281563436e-62
1834 4844 20 4.2226535753590195e-19
1835 4844 37 6.916592010438704e-44
1836 4844 18 1.520151852962863e-16
1841 4900 21 2.0558152238390107e-20
1841 4901 43 1.2121678925207086e-53
1841 4902 14 9.6382572827612e-12
1845 2837 15 6.698203573486517e-13
1853 4369 50 1.509866973487196e-65
1854 2646 18 1.520151852962863e-16
1854 5176 13 1.290285214787311e-10
1871 2329 13 1.290285214787311e-10
1883 2210 20 4.2226535753590195e-19
1884 4904 19 8.233425900094503e-18
1913 5049 28 3.668128553622409e-30
1918 4380 27 1.0280989086145406e-28
1924 3295 15 6.698203573486517e-13
1930 3712 17 2.650357790684382e-15
1931 5149 16 4.3500599426244995e-14
1966 2382 30 4.165728805220705e-33
1966 2383 13 1.290285214787311e-10
1969 4828 13 1.290285214787311e-10
1982 3737 14 9.6382572827612e-12
1982 3888 15 6.698203573486517e-13
1994 4373 12 1.5988323703890923e-09
1995 2995 38 1.757530608634982e-45
2007 3087 93 3.849297583688936e-148
2007 4263 28 3.668128553622409e-30
2008 3087 41 2.4228377811337866e-50
2009 3087 45 5.454137908764032e-57
2010 3087 39 4.336379378947413e-47
2010 4263 15 6.698203573486517e-13
2011 3087 15 6.698203573486517e-13
2012 3087 21 2.0558152238390107e-20
2013 3087 34 3.508335451931735e-39
2014 3087 43 1.2121678925207086e-53
2015 2819 28 3.668128553622409e-30
2015 5302 24 1.773894749145769e-24
2022 3087 13 1.290285214787311e-10
2025 3087 15 6.698203573486517e-13
2025 4673 12 1.5988323703890923e-09
2027 3087 13 1.290285214787311e-10
2028 3087 19 8.233425900094503e-18
2030 3087 15 6.698203573486517e-13
2034 3087 19 8.233425900094503e-18
2035 3087 21 2.0558152238390107e-20
2035 3883 18 1.520151852962863e-16
2036 3087 13 1.290285214787311e-10
2040 3087 16 4.3500599426244995e-14
2041 3087 20 4.2226535753590195e-19
2050 2395 15 6.698203573486517e-13
2050 2396 25 7.159641471039286e-26
2051 3087 15 6.698203573486517e-13
2052 3087 12 1.5988323703890923e-09
2058 3087 18 1.520151852962863e-16
2070 3087 12 1.5988323703890923e-09
2167 4028 20 4.2226535753590195e-19
2175 5301 18 1.520151852962863e-16
2184 2526 13 1.290285214787311e-10
2187 4082 17 2.650357790684382e-15
2188 3960 25 7.159641471039286e-26
2193 2326 22 9.522647948877754e-22
2193 4659 40 1.0395506838033894e-48
2199 3267 15 6.698203573486517e-13
2208 4411 30 4.165728805220705e-33
2219 2666 29 1.259387290773016e-31
2222 3367 16 4.3500599426244995e-14
2224 3567 21 2.0558152238390107e-20
2243 2927 31 1.3289771168899382e-34
2259 2974 14 9.6382572827612e-12
2268 3686 12 1.5988323703890923e-09
2272 4936 31 1.3289771168899382e-34
2275 3445 15 6.698203573486517e-13
2303 3170 12 1.5988323703890923e-09
2313 3087 120 1.6087778529168045e-206
2313 4263 17 2.650357790684382e-15
2314 3087 73 6.206377858526318e-108
2314 4550 127 2.3579791422779783e-222
2315 2657 12 1.5988323703890923e-09
2315 3087 67 1.9202711224840507e-96
2316 3087 36 2.6411884677946647e-42
2317 3087 42 5.493086012883677e-52
2318 3087 32 4.0934174180945724e-36
2318 3851 27 1.0280989086145406e-28
2319 3087 36 2.6411884677946647e-42
2320 3087 31 1.3289771168899382e-34
2321 3087 33 1.2184730171078497e-37
2322 3087 26 2.7693695650849314e-27
2323 3087 33 1.2184730171078497e-37
2324 3087 57 5.951170001005971e-78
2325 3087 41 2.4228377811337866e-50
2326 3087 43 1.2121678925207086e-53
2327 3087 32 4.0934174180945724e-36
2328 3087 35 9.77940453737139e-41
2329 3087 24 1.773894749145769e-24
2330 3087 21 2.0558152238390107e-20
2331 3087 28 3.668128553622409e-30
2332 3087 16 4.3500599426244995e-14
2333 3087 25 7.159641471039286e-26
2334 3087 24 1.773894749145769e-24
2335 3087 16 4.3500599426244995e-14
2336 3087 24 1.773894749145769e-24
2337 3087 12 1.5988323703890923e-09
2338 3087 21 2.0558152238390107e-20
2339 3087 15 6.698203573486517e-13
2340 3087 15 6.698203573486517e-13
2341 3087 12 1.5988323703890923e-09
2342 3087 23 4.2053289109966664e-23
2343 3087 14 9.6382572827612e-12
2344 3087 19 8.233425900094503e-18
2353 3087 18 1.520151852962863e-16
2354 3087 14 9.6382572827612e-12
2355 3087 14 9.6382572827612e-12
2356 3087 15 6.698203573486517e-13
2357 3087 22 9.522647948877754e-22
2360 3087 19 8.233425900094503e-18
2361 3087 19 8.233425900094503e-18
2363 3087 17 2.650357790684382e-15
2365 2897 14 9.6382572827612e-12
2367 3087 14 9.6382572827612e-12
2376 3087 18 1.520151852962863e-16
2376 5267 26 2.7693695650849314e-27
2379 3087 14 9.6382572827612e-12
2380 3087 13 1.290285214787311e-10
2382 3087 12 1.5988323703890923e-09
2387 3087 13 1.290285214787311e-10
2390 3087 12 1.5988323703890923e-09
2404 3579 14 9.6382572827612e-12
2410 3846 18 1.520151852962863e-16
2412 4685 13 1.290285214787311e-10
2438 4511 23 4.2053289109966664e-23
2439 4151 13 1.290285214787311e-10
2441 4985 12 1.5988323703890923e-09
2445 2849 26 2.7693695650849314e-27
2461 3916 24 1.773894749145769e-24
2482 2681 31 1.3289771168899382e-34
2491 4725 17 2.650357790684382e-15
2498 3220 23 4.2053289109966664e-23
2508 4800 14 9.6382572827612e-12
2514 3431 42 5.493086012883677e-52
2524 2934 18 1.520151852962863e-16
2524 2935 62 4.329700789475289e-87
2524 2936 143 0.0
2558 3336 31 1.3289771168899382e-34
2566 3725 12 1.5988323703890923e-09
2568 4661 12 1.5988323703890923e-09
2569 4661 42 5.493086012883677e-52
2570 4661 21 2.0558152238390107e-20
2578 3087 47 2.2157857322626673e-60
2579 3087 33 1.2184730171078497e-37
2580 3087 27 1.0280989086145406e-28
2581 3087 18 1.520151852962863e-16
2582 3087 26 2.7693695650849314e-27
2583 2935 12 1.5988323703890923e-09
2583 3087 21 2.0558152238390107e-20
2583 3503 12 1.5988323703890923e-09
2583 3505 14 9.6382572827612e-12
2584 3087 19 8.233425900094503e-18
2585 3087 18 1.520151852962863e-16
2586 3087 24 1.773894749145769e-24
2587 3087 24 1.773894749145769e-24
2588 3087 19 8.233425900094503e-18
2589 3087 13 1.290285214787311e-10
2590 3087 20 4.2226535753590195e-19
2591 3087 21 2.0558152238390107e-20
2592 3087 27 1.0280989086145406e-28
2593 3087 12 1.5988323703890923e-09
2595 3087 20 4.2226535753590195e-19
2596 3087 20 4.2226535753590195e-19
2597 3087 19 8.233425900094503e-18
2598 3087 19 8.233425900094503e-18
2599 3087 34 3.508335451931735e-39
2600 3087 28 3.668128553622409e-30
2601 3087 21 2.0558152238390107e-20
2602 3087 22 9.522647948877754e-22
2603 3087 18 1.520151852962863e-16
2604 3087 14 9.6382572827612e-12
2605 3087 16 4.3500599426244995e-14
2606 3087 16 4.3500599426244995e-14
2607 3087 12 1.5988323703890923e-09
2608 3087 12 1.5988323703890923e-09
2609 3087 12 1.5988323703890923e-09
2611 3087 15 6.698203573486517e-13
2612 3087 20 4.2226535753590195e-19
2613 3087 19 8.233425900094503e-18
2614 3087 20 4.2226535753590195e-19
2615 3087 16 4.3500599426244995e-14
2616 3087 14 9.6382572827612e-12
2618 3087 13 1.290285214787311e-10
2621 3087 14 9.6382572827612e-12
2632 3087 12 1.5988323703890923e-09
2633 3087 12 1.5988323703890923e-09
2634 3087 14 9.6382572827612e-12
2635 3087 15 6.698203573486517e-13
2637 3087 13 1.290285214787311e-10
2645 3087 12 1.5988323703890923e-09
2646 3087 13 1.290285214787311e-10
2651 4166 21 2.0558152238390107e-20
2666 3087 14 9.6382572827612e-12
2672 4229 13 1.290285214787311e-10
2679 4330 12 1.5988323703890923e-09
2701 5235 22 9.522647948877754e-22
2706 4640 17 2.650357790684382e-15
2706 4641 12 1.5988323703890923e-09
2718 5164 13 1.290285214787311e-10
2729 3124 16 4.3500599426244995e-14
2737 3649 35 9.77940453737139e-41
2747 4399 12 1.5988323703890923e-09
2785 4364 24 1.773894749145769e-24
2808 4372 57 5.951170001005971e-78
2813 3735 14 9.6382572827612e-12
2819 5302 17 2.650357790684382e-15
2827 3087 16 4.3500599426244995e-14
2827 3427 12 1.5988323703890923e-09
2828 3087 14 9.6382572827612e-12
2829 3087 14 9.6382572827612e-12
2830 3087 30 4.165728805220705e-33
2831 3087 21 2.0558152238390107e-20
2832 3087 27 1.0280989086145406e-28
2833 3087 37 6.916592010438704e-44
2834 3087 32 4.0934174180945724e-36
2835 3087 21 2.0558152238390107e-20
2836 3087 16 4.3500599426244995e-14
2837 3087 21 2.0558152238390107e-20
2838 3087 15 6.698203573486517e-13
2839 3087 12 1.5988323703890923e-09
2840 3087 18 1.520151852962863e-16
2841 3087 12 1.5988323703890923e-09
2842 3087 15 6.698203573486517e-13
2843 3087 12 1.5988323703890923e-09
2845 3087 20 4.2226535753590195e-19
2846 3087 21 2.0558152238390107e-20
2847 3087 19 8.233425900094503e-18
2848 3087 13 1.290285214787311e-10
2849 3087 13 1.290285214787311e-10
2852 3116 17 2.650357790684382e-15
2854 3087 17 2.650357790684382e-15
2855 3087 13 1.290285214787311e-10
2855 4919 12 1.5988323703890923e-09
2856 3087 13 1.290285214787311e-10
2857 3087 24 1.773894749145769e-24
2862 3087 12 1.5988323703890923e-09
2863 3087 13 1.290285214787311e-10
2864 3577 26 2.7693695650849314e-27
2868 3087 12 1.5988323703890923e-09
2869 3087 13 1.290285214787311e-10
2870 3087 13 1.290285214787311e-10
2874 3389 15 6.698203573486517e-13
2876 3087 13 1.290285214787311e-10
2881 4820 31 1.3289771168899382e-34
2881 4821 12 1.5988323703890923e-09
2899 3087 12 1.5988323703890923e-09
2909 3087 14 9.6382572827612e-12
