bin1 bin2 count
611 2429 14
656 2194 12
659 1598 14
677 738 30
684 2156 17
686 2271 13
689 1639 12
691 814 18
693 1657 12
693 2346 14
694 2006 16
695 2364 34
699 1227 22
699 1542 31
699 1786 12
700 1542 15
701 1542 32
702 1542 16
704 1542 19
705 1542 26
706 1542 15
708 1542 20
709 1542 18
710 1542 18
711 1542 14
712 1542 16
714 1542 14
716 1542 17
717 1542 16
718 1542 21
719 1542 21
720 1542 15
723 1542 13
725 1542 13
726 1542 15
727 1542 20
728 1542 23
729 1542 82
730 1542 13
733 1542 13
734 1542 12
751 2364 13
770 1525 13
771 1525 40
784 1764 13
786 1366 33
826 1938 23
826 1939 14
826 2257 31
843 1420 20
843 1647 12
843 2272 47
845 1224 15
852 1542 75
852 2137 12
852 2272 105
853 1542 57
854 1542 50
855 1542 45
856 1542 30
857 1542 42
857 2152 13
858 1542 19
859 1542 30
860 1542 28
861 1542 35
862 1542 36
863 1542 37
864 1542 34
865 1542 28
866 1542 35
867 1542 30
868 1542 29
869 1542 22
870 1542 35
871 1542 31
872 1542 28
873 1542 26
874 1542 18
875 1182 22
875 1542 31
876 1542 24
877 1542 25
878 1542 24
879 1542 24
880 1542 25
882 1542 22
883 1542 17
884 1542 16
885 1542 13
886 1542 23
886 1688 45
887 1542 12
888 1542 18
889 1542 15
890 1542 14
895 1542 15
897 1542 12
900 1542 14
902 1542 13
905 1831 12
915 1585 31
916 2419 24
919 2447 39
923 2041 12
925 2182 20
929 1406 13
940 1103 15
940 2449 14
957 2187 12
964 2571 14
982 1190 13
989 1941 14
996 1496 26
1002 1542 80
1002 2129 21
1003 1542 56
1003 2129 16
1004 1542 36
1005 1542 49
1006 1407 17
1006 1542 14
1009 1542 20
1010 1542 13
1011 1542 36
1012 1542 45
1013 1542 28
1014 1542 15
1015 1542 35
1016 1542 33
1017 1542 25
1018 1542 30
1019 1542 35
1023 1196 12
1023 1542 19
1024 1542 28
1025 1542 30
1026 1542 18
1027 1542 25
1028 1314 14
1028 1542 27
1029 1542 33
1030 1542 20
1033 1542 12
1034 1542 22
1036 1542 18
1037 1542 16
1046 1542 13
1047 1542 14
1049 1542 19
1051 1542 16
1051 2425 13
1095 1161 12
1095 2327 22
1102 2203 24
1108 1331 22
1110 1781 26
1120 1462 15
1132 1841 13
1134 2465 28
1136 2150 12
1155 1542 93
1155 2129 24
1155 2272 89
1156 1326 18
1156 1542 68
1156 1786 14
1156 2129 16
1157 1542 56
1158 1542 54
1159 1542 45
1160 1542 51
1161 1542 57
1162 1542 44
1163 1542 41
1164 1542 37
1165 1542 46
1166 1542 40
1166 2129 12
1167 1542 29
1168 1542 32
1169 1542 34
1170 1542 44
1171 1542 17
1175 1542 33
1176 1542 27
1177 1542 35
1178 1542 36
1179 1542 31
1180 1542 32
1181 1542 20
1182 1542 23
1183 1542 21
1184 1542 16
1185 1542 21
1186 1542 26
1187 1542 26
1188 1542 16
1189 1542 21
1190 1542 13
1191 1542 13
1192 1542 16
1193 1542 16
1194 1542 12
1197 1542 16
1198 1542 14
1199 1542 27
1200 1542 22
1203 1542 14
1212 1542 13
1217 2253 13
1227 1542 12
1239 1339 12
1247 1608 16
1255 1713 17
1256 1713 32
1260 1466 102
1261 1542 12
1277 1665 32
1283 2328 28
1287 1542 52
1288 1542 53
1289 1542 42
1289 1750 13
1290 1542 33
1291 1542 52
1292 1542 35
1293 1542 30
1294 1542 28
1295 1542 44
1296 1542 38
1297 1542 35
1298 1542 28
1299 1542 20
1300 1542 25
1301 1542 25
1302 1542 32
1303 1542 14
1303 2563 15
1304 1542 28
1305 1542 22
1306 1542 32
1307 1542 23
1308 1542 18
1309 1542 13
1310 1542 18
1311 1542 13
1312 1542 15
1313 1542 16
1314 1542 26
1315 1542 22
1316 1542 19
1317 1542 15
1318 1542 14
1319 1542 21
1320 1542 14
1321 1542 19
1323 1542 14
1324 1542 12
1325 1542 14
1327 1542 14
1328 1542 14
1329 1542 14
1330 1542 13
1331 1542 14
1333 1542 13
1334 1542 12
1339 1542 17
1340 1542 13
1351 2318 20
1362 1560 12
1366 1822 20
1371 2197 12
1390 2179 15
1392 1773 13
1402 2183 32
1412 1542 29
1413 1542 30
1414 1542 29
1415 1542 39
1416 1542 34
1417 1542 30
1418 1542 26
1419 1542 19
1420 1542 23
1421 1542 36
1422 1542 31
1423 1542 24
1424 1542 22
1425 1542 25
1426 1542 25
1426 2456 13
1427 1542 20
1428 1542 24
1429 1542 20
1430 1542 15
1431 1542 26
1432 1542 18
1433 1542 20
1434 1542 21
1435 1542 19
1436 1542 14
1437 1542 12
1438 1542 13
1439 1542 17
1439 2407 13
1440 1542 18
1442 1542 12
1443 1542 13
1447 1542 13
1448 1542 12
1450 1542 17
1452 1542 14
1475 1788 25
1497 2041 12
1516 2306 13
1542 1664 19
1542 1665 20
1542 1666 12
1542 1667 23
1542 1668 18
1542 1669 19
1542 1670 22
1542 1672 21
1542 1673 16
1542 1674 15
1542 1677 18
1542 1692 15
1542 1786 48
1542 1787 42
1542 1788 45
1542 1789 31
1542 1790 39
1542 1791 38
1542 1792 38
1542 1793 30
1542 1794 41
1542 1795 34
1542 1796 20
1542 1797 27
1542 1798 24
1542 1799 25
1542 1800 30
1542 1801 23
1542 1802 22
1542 1803 29
1542 1804 24
1542 1805 16
1542 1806 28
1542 1807 26
1542 1808 16
1542 1811 14
1542 1812 15
1542 1813 15
1542 1814 14
1542 1815 12
1542 1816 15
1542 1819 12
1542 1820 14
1542 1821 16
1542 1825 14
1542 1826 15
1542 1829 13
1542 1831 14
1542 1832 13
1542 1835 12
1542 1841 33
1542 1912 13
1542 1913 32
1542 1914 34
1542 1915 23
1542 1916 31
1542 1917 28
1542 1918 25
1542 1919 37
1542 1920 23
1542 1921 37
1542 1922 33
1542 1923 54
1542 1924 30
1542 1925 22
1542 1926 26
1542 1927 13
1542 1928 12
1542 1929 13
1542 1930 15
1542 1931 18
1542 1932 23
1542 1933 14
1542 1934 21
1542 1935 15
1542 1936 16
1542 1937 14
1542 1938 17
1542 1939 16
1542 1940 13
1542 1941 13
1542 1943 14
1542 1950 15
1542 1951 12
1542 1952 13
1542 2033 51
1542 2034 33
1542 2035 32
1542 2036 43
1542 2037 36
1542 2038 47
1542 2039 37
1542 2040 41
1542 2041 36
1542 2042 38
1542 2043 29
1542 2044 34
1542 2045 28
1542 2046 38
1542 2047 30
1542 2048 32
1542 2049 31
1542 2050 28
1542 2051 26
1542 2052 28
1542 2053 28
1542 2054 19
1542 2055 17
1542 2056 14
1542 2057 19
1542 2058 20
1542 2059 15
1542 2060 24
1542 2062 19
1542 2063 15
1542 2064 20
1542 2065 22
1542 2066 25
1542 2067 19
1542 2068 24
1542 2069 13
1542 2071 17
1542 2073 12
1542 2078 12
1542 2080 13
1542 2111 14
1542 2126 12
1542 2129 254
1542 2137 38
1542 2138 46
1542 2139 32
1542 2140 35
1542 2141 28
1542 2142 33
1542 2143 21
1542 2144 25
1542 2145 18
1542 2146 29
1542 2147 22
1542 2148 27
1542 2149 21
1542 2150 25
1542 2151 23
1542 2152 16
1542 2153 18
1542 2154 17
1542 2155 22
1542 2156 16
1542 2159 13
1542 2160 15
1542 2162 16
1542 2164 14
1542 2165 12
1542 2166 16
1542 2168 12
1542 2170 16
1542 2176 13
1542 2177 12
1542 2236 73
1542 2237 53
1542 2238 32
1542 2239 22
1542 2240 18
1542 2241 16
1542 2242 39
1542 2243 36
1542 2244 31
1542 2245 33
1542 2246 18
1542 2247 26
1542 2248 28
1542 2249 24
1542 2250 26
1542 2251 23
1542 2252 23
1542 2253 21
1542 2254 22
1542 2255 15
1542 2256 16
1542 2257 24
1542 2258 14
1542 2259 16
1542 2260 19
1542 2261 14
1542 2262 16
1542 2263 19
1542 2264 14
1542 2265 19
1542 2268 17
1542 2332 52
1542 2333 14
1542 2336 12
1542 2342 12
1542 2343 15
1542 2398 12
1542 2423 20
1542 2424 18
1542 2425 12
1542 2426 16
1542 2427 16
1542 2430 14
1542 2431 13
1542 2432 16
1542 2433 22
1542 2436 13
1542 2437 12
1542 2439 20
1542 2442 13
1542 2444 14
1542 2455 13
1542 2461 13
1542 2480 13
1542 2487 18
1542 2488 22
1542 2490 13
1542 2491 22
1542 2492 19
1542 2493 20
1542 2494 19
1542 2495 17
1542 2498 16
1542 2499 13
1542 2500 14
1542 2502 13
1542 2503 12
1542 2504 13
1543 2425 12
1555 1808 12
1568 2167 24
1571 2057 14
1571 2444 26
1571 2445 14
1577 2200 18
1601 1852 12
1601 2111 14
1616 2055 25
1622 1838 23
1622 2065 17
1632 2548 13
1633 1747 12
1634 1773 14
1643 1732 12
1647 2272 68
1653 2455 20
1659 2465 12
1660 2480 17
1660 2481 28
1669 2283 19
1689 1859 25
1700 2566 25
1708 2589 13
1771 1888 23
1773 2628 13
1800 1941 12
1822 2337 16
1841 2129 254
1850 2498 14
1882 2192 18
2066 2258 14
2129 2138 14
2129 2139 17
2129 2140 12
2129 2142 13
2129 2143 13
2129 2144 13
2129 2146 12
2129 2148 14
2129 2149 14
2129 2150 15
2129 2151 16
2129 2332 13
2137 2332 17
2137 2423 17
2137 2431 13
2137 2434 15
2149 2356 14
2156 2279 14
2257 2425 14
2267 2454 17
2272 2402 13
